职位名称,公司名称,所在城市,经验要求,公司福利,发布时间,公司规模,业务范围,公司类型,详情页面
实施主管,广州汇思信息科技股份有限公司,广州-天河区,3-4年经验,五险一金 专业培训 交通补贴 餐饮补贴 弹性工作 年终奖金 绩效奖金,08-22,50-150人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141874001.html
初级C++服务端,广州星嘉信息科技有限公司,广州-天河区,1年经验,五险一金 年终激励 月度项目奖金,08-22,150-500人,网络游戏,民营公司,https://jobs.51job.com/chengdu-jnq/141707486.html
软件工程师,星辉储运（深圳）有限公司,深圳-盐田区,2年经验,带薪年假 五险一金 全勤奖 节日福利 专业培训 加班补贴 高温补贴 年度旅游 免费体检,08-22,150-500人,交通/运输/物流,外资（欧美）,https://jobs.51job.com/chengdu-jnq/119864980.html
软件开发工程师（java）,国动网络技术有限公司,上海-静安区,3-4年经验,,08-22,150-500人,通信/电信/网络设备,民营公司,https://jobs.51job.com/chengdu-jnq/110953606.html
技术经理,好人生管理咨询（上海）有限公司,上海-长宁区,2年经验,节日福利 周末双休 带薪年假 全勤奖 五险一金 绩效奖金 定期体检 商业保险 EAP服务,08-22,50-150人,医疗/护理/卫生,外资（非欧美）,https://jobs.51job.com/chengdu-jnq/131226449.html
大数据开发工程师（双休）,广东翼迅信息科技有限公司,广州-天河区,1年经验,五险一金 员工旅游 交通补贴 餐饮补贴 定期体检 弹性工作 年终奖金 绩效奖金,08-22,少于50人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/138016731.html
后端工程师,广东德尔智慧工厂科技有限公司,东莞-南城区,2年经验,通讯补贴 餐饮补贴 绩效奖金 年终奖金 定期体检 五险 包吃包住,08-22,150-500人,多元化业务集团公司,民营公司,https://jobs.51job.com/chengdu-jnq/136706841.html
软件工程师,海安迪斯凯瑞探测仪器有限公司,南通-海安市,1年经验,包食宿 年终奖金 员工旅游,08-22,少于50人,仪器仪表/工业自动化,民营公司,https://jobs.51job.com/chengdu-jnq/134865638.html
软件开发工程师,华强方特文化科技集团股份有限公司,深圳-南山区,3-4年经验,五险一金 弹性工作 定期体检 绩效奖金 周末双休,08-22,10000人以上,影视/媒体/艺术/文化传播,民营公司,https://jobs.51job.com/chengdu-jnq/140956371.html
大数据架构师,上海通联金融服务有限公司,上海-浦东新区,5-7年经验,五险一金 补充医疗保险 员工旅游 绩效奖金 年终奖金 定期体检 补充公积金 股票期权 弹性工作 专业培训,08-22,150-500人,计算机软件,合资,https://jobs.51job.com/chengdu-jnq/119642750.html
Java开发工程师 (MJ000029),杭州瑞欧科技有限公司,杭州-余杭区,3-4年经验,五险一金 定期体检 员工旅游 交通补贴 专业培训 绩效奖金,08-22,500-1000人,检测，认证,民营公司,https://jobs.51job.com/chengdu-jnq/137110916.html
大数据技术主任,广东锐智教育科技有限公司,东莞-樟木头镇,5-7年经验,弹性工作 五险一金 餐饮补贴 年终奖金 专业培训 节日福利 带薪年假,08-22,50-150人,教育/培训/院校,民营公司,https://jobs.51job.com/chengdu-jnq/139584562.html
软件开发部经理（车载方向）,上海移远通信技术股份有限公司,武汉-东湖新技术产业开发区,5-7年经验,五险一金 交通补贴 员工旅游 通讯补贴 餐饮补贴 年终奖金 定期体检 弹性工作,08-22,1000-5000人,通信/电信/网络设备,上市公司,https://jobs.51job.com/chengdu-jnq/139395885.html
企业微信后端开发工程师,广汇汽车服务股份公司（汇通信诚）,成都-武侯区,3-4年经验,五险一金 绩效奖金,08-22,10000人以上,金融/投资/证券,上市公司,https://jobs.51job.com/chengdu-jnq/141843763.html
C++软件开发工程师,深圳鸿芯微纳技术有限公司,成都-武侯区,1年经验,五险一金 补充医疗保险 补充公积金 员工旅游 交通补贴 通讯补贴 年终奖金 定期体检,08-22,150-500人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/141172702.html
C++开发工程师,深圳市今古科技有限公司,深圳-南山区,2年经验,五险一金 定期团建 员工旅游 节日福利 绩效奖金,08-22,少于50人,金融/投资/证券,民营公司,https://jobs.51job.com/chengdu-jnq/137385668.html
C#开发工程师,贝克休斯（中国）油田技术服务有限公司,上海-浦东新区,3-4年经验,五险一金 免费班车 年终奖金 绩效奖金 弹性工作 定期体检,08-22,1000-5000人,仪器仪表/工业自动化,外资（欧美）,https://jobs.51job.com/chengdu-jnq/141740711.html
软件研发总监,欧梯恩智能科技（苏州）有限公司,苏州-姑苏区,5-7年经验,五险一金,08-22,50-150人,电子技术/半导体/集成电路,民营公司,https://jobs.51job.com/chengdu-jnq/138090849.html
后端开发工程师,伟易达电子产品（深圳）有限公司,深圳-南山区,2年经验,五险一金 周末双休 弹性工作 独立办公大楼 免费停车 年终奖金 专业培训 员工旅游 绩效奖金 节日福利,08-22,500-1000人,多元化业务集团公司,外资（非欧美）,https://jobs.51job.com/chengdu-jnq/141299577.html
软件开发工程师,上海保隆汽车科技股份有限公司,合肥-经开区,3-4年经验,五险一金 员工旅游 年终奖金 节日福利 高温补贴 专业培训 包住宿 带薪年假,08-22,1000-5000人,汽车零配件,上市公司,https://jobs.51job.com/chengdu-jnq/140462704.html
无线协议仿真开发工程师,创信测试技术（深圳）有限公司,深圳-宝安区,3-4年经验,五险一金 员工旅游 绩效奖金 年终奖金,08-22,50-150人,通信/电信/网络设备,民营公司,https://jobs.51job.com/chengdu-jnq/138376182.html
C语言或C++嵌入式开发工程师,苏州豪米波技术有限公司,昆山,2年经验,五险一金 年终奖金 绩效奖金 专业培训 节日福利 商业保险 餐饮补贴,08-22,50-150人,电子技术/半导体/集成电路,民营公司,https://jobs.51job.com/chengdu-jnq/122574471.html
Linux软件工程师（V2X方向）,东风悦享科技有限公司,武汉-武汉经济开发区,1年经验,五险一金 补充医疗保险 交通补贴 餐饮补贴 绩效奖金 定期体检 股票期权,08-22,150-500人,汽车,国企,https://jobs.51job.com/chengdu-jnq/137729307.html
总部-系统开发工程师,招商期货有限公司,深圳-福田区,2年经验,周末双休 弹性工作 发展空间大,08-22,150-500人,金融/投资/证券,国企,https://jobs.51job.com/chengdu-jnq/133515173.html
安全工程师（软件方向）,UL中国,广州,1年经验,做五休二 周末双休 带薪年假 五险一金 绩效奖金 专业培训 年终双薪,08-22,500-1000人,检测，认证,外资（欧美）,https://jobs.51job.com/chengdu-jnq/139788581.html
应用开发工程师,上海迪璞电子科技股份有限公司,上海-浦东新区,1年经验,五险一金 餐饮补贴 年终奖金 晋升空间大 绩效奖金 定期体检,08-22,50-150人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/140744009.html
嵌入式底层软件工程师,深圳市米尔科技有限公司,深圳-龙岗区,3-4年经验,五险一金 补充商业保险 员工旅游 绩效奖金 年终奖金 定期体检 全勤奖 带薪年假 岗位晋升 节日福利,08-22,50-150人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/78071888.html
软件工程师,路华置富电子（东莞）有限公司,东莞-松山湖区,5-7年经验,五险一金 包吃住 绩效奖金 员工旅游 周末双休,08-22,150-500人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/133817799.html
软件开发工程师,上海众诚汽车工程技术有限公司,上海-嘉定区,1年经验,五险一金 交通补贴 定期体检,08-22,150-500人,汽车,民营公司,https://jobs.51job.com/chengdu-jnq/141469864.html
云计算开发工程师（DevOps方向）,普联技术有限公司（TP-LINK),深圳-南山区,1年经验,加班补贴 五险一金 免费班车 年终奖金 16薪,08-22,10000人以上,通信/电信/网络设备,民营公司,https://jobs.51job.com/chengdu-jnq/140026838.html
项目总监（成都）,广州优路加信息科技有限公司,成都-成华区,5-7年经验,六险一金 年终奖金 定期体检 员工旅游 年底双薪 弹性工作 节日福利 周末双休,08-22,150-500人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/140426648.html
高级全栈开发,探谋网络科技（上海）有限公司,成都,5-7年经验,五险一金 员工旅游 国际团队 周末双休 弹性上班 下午茶 生日会,08-22,少于50人,互联网/电子商务,外资（欧美）,https://jobs.51job.com/chengdu-jnq/134012712.html
后端开发工程师,贵州金沙古酒酒业有限公司,深圳-福田区,3-4年经验,五险一金 餐饮补贴 年终奖金,08-22,150-500人,快速消费品(食品、饮料、化妆品),民营公司,https://jobs.51job.com/chengdu-jnq/139510086.html
大数据开发实习生,贵州玉珏网络技术服务有限责任公司,重庆-渝中区,1年经验,五险一金 员工旅游 弹性工作 定期体检 绩效奖金 年终奖金 免费班车 专业培训 通讯补贴 餐饮补贴,08-22,,互联网/电子商务,民营公司,https://jobs.51job.com/chengdu-jnq/141512749.html
Java开发工程师,深圳金亚太科技有限公司,深圳-南山区,3-4年经验,五险一金 餐饮补贴 定期体检 员工旅游 专业培训 弹性工作 绩效奖金 节日福利,08-22,150-500人,电子技术/半导体/集成电路,民营公司,https://jobs.51job.com/chengdu-jnq/140529865.html
大数据研发工程师,越亮传奇科技股份有限公司,珠海-香洲区,2年经验,五险一金 补充医疗保险 餐饮补贴 通讯补贴 绩效奖金 年终奖金 弹性工作 定期体检 做五休二,08-22,500-1000人,计算机软件,合资,https://jobs.51job.com/chengdu-jnq/139853885.html
后端开发工程师,寿宁投资管理（上海）有限公司,上海-浦东新区,2年经验,,08-22,少于50人,金融/投资/证券,民营公司,https://jobs.51job.com/chengdu-jnq/141654514.html
中高级.NET软件开发工程师,武汉市辛纳电子科技有限公司,武汉-东湖新技术产业开发区,2年经验,绩效奖金 年终奖金 节日福利 生日福利 团队聚餐 包住 加班补贴 餐饮补贴 员工旅游 五险一金,08-22,少于50人,电子技术/半导体/集成电路,民营公司,https://jobs.51job.com/chengdu-jnq/133378824.html
CI工程师,陕西空天信息技术有限公司,西安-碑林区,2年经验,五险一金 餐饮补贴 绩效奖金 定期体检 定期团建 节日福利 带薪年假 周末双休,08-22,50-150人,计算机软件,国企,https://jobs.51job.com/chengdu-jnq/140697312.html
高级服务端开发工程师,牙木（北京）网络科技有限公司,上海,3-4年经验,五险一金 补充医疗保险 员工旅游 通讯补贴 年终奖金 弹性工作 定期体检,08-22,,通信/电信/网络设备,民营公司,https://jobs.51job.com/chengdu-jnq/136921247.html
嵌入式Linux开发工程师,苏州磐启微电子有限公司,苏州,2年经验,五险一金 员工旅游 餐饮补贴 定期体检 年终奖金 弹性工作,08-22,50-150人,电子技术/半导体/集成电路,合资,https://jobs.51job.com/chengdu-jnq/123932206.html
高级软件工程师,深圳市如本科技有限公司,深圳-南山区,10年以上经验,商业保险 周末双休 带薪年假 年终奖金 五险一金 定期体检 股票期权,08-22,50-150人,仪器仪表/工业自动化,民营公司,https://jobs.51job.com/chengdu-jnq/140317019.html
中高级Java开发工程师,牙木网络（深圳）有限公司,上海,5-7年经验,,08-22,,通信/电信/网络设备,民营公司,https://jobs.51job.com/chengdu-jnq/140595577.html
软件开发工程师（AI）,武汉地大信息工程股份有限公司,武汉,2年经验,五险一金 意外险 交通补贴 餐饮补贴 绩效奖金 年终奖金 弹性工作时间 带薪年假 节日福利 出差补贴,08-22,150-500人,计算机软件,上市公司,https://jobs.51job.com/chengdu-jnq/134111052.html
物联网工程师,碧农环境科技（浙江）有限公司,宁波-鄞州区,2年经验,五险一金 员工旅游 绩效奖金 年终奖金 专业培训 双休,08-22,50-150人,环保,民营公司,https://jobs.51job.com/chengdu-jnq/136922029.html
Java开发工程师,上海宝资软件有限公司,上海-宝山区,3-4年经验,做五休二 绩效奖金 餐饮补贴,08-22,150-500人,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/130705914.html
上位机软件工程师,清华大学无锡应用技术研究院,无锡-滨湖区,1年经验,周末双休 五险一金 员工旅游 绩效奖金 年终奖金 定期体检 餐饮补贴 通讯补贴,08-22,50-150人,学术/科研,事业单位,https://jobs.51job.com/chengdu-jnq/139912276.html
高级软件开发工程师,长沙全程数字机电科技有限公司,长沙-雨花区,5-7年经验,六险一金 绩效奖金 年终奖金 弹性工作 定期体检,08-22,少于50人,家具/家电/玩具/礼品,民营公司,https://jobs.51job.com/chengdu-jnq/141490023.html
软件工程师,泰康电子有限公司,上海-松江区,5-7年经验,带薪年假 全勤奖 节日福利 专业培训 包住宿 五险一金 餐饮补贴,08-22,500-1000人,汽车,民营公司,https://jobs.51job.com/chengdu-jnq/138473066.html
Director of Big Data 大数据总监,上海豪生酒店管理有限公司,上海-浦东新区,5-7年经验,做五休二 带薪年假 五险一金 节日福利 专业培训 餐饮补贴 通讯补贴,08-22,50-150人,酒店/旅游,外资（欧美）,https://jobs.51job.com/chengdu-jnq/138475711.html
C语言开发工程师,武汉绿色网络信息服务有限责任公司,武汉-洪山区,3-4年经验,,08-22,,计算机软件,民营公司,https://jobs.51job.com/chengdu-jnq/139067065.html
软件工程师,思特威（上海）电子科技股份有限公司,上海-闵行区,2年经验,五险一金 餐饮补贴 年终奖金 定期体检 员工旅游 股票期权,08-22,150-500人,电子技术/半导体/集成电路,外资（欧美）,https://jobs.51job.com/chengdu-jnq/137859197.html
LINUX工程师,上海菱信计算机网络有限公司,上海,1年经验,,08-22,150-500人,计算机服务(系统、数据服务、维修),民营公司,https://jobs.51job.com/chengdu-jnq/70728723.html
